# Light Pollution Monitoring Data Format 1.0,,,,,,,,,
# URL: http://www.darksky.org/measurements,,,,,,,,,
# Number of header lines: 42,,,,,,,,,
# This data is released under the following license: ODbL 1.0 http://opendatacommons.org/licenses/odbl/summary/,,,,,,,,,
# Device type: SQM-LU-DL-R1,,,,,,,,,
# Instrument ID: KishwauketoeSQM,,,,,,,,,
# Data supplier:,,,,,,,,,
# Location name: GLAS Office,,,,,,,,,
"# Position (lat, lon, elev(m)): 42.5781, -88.5409, 879",,,,,,,,,
# Local timezone: America/Chicago,,,,,,,,,
# Time Synchronization:,,,,,,,,,
# Moving / Stationary position: STATIONARY,,,,,,,,,
# Moving / Fixed look direction: FIXED,,,,,,,,,
# Number of channels: 1,,,,,,,,,
# Filters per channel:,,,,,,,,,
# Measurement direction per channel:,,,,,,,,,
# Field of view (degrees):,,,,,,,,,
# Number of fields per line: 5,,,,,,,,,
# SQM serial number: 5123,,,,,,,,,
# SQM hardware identity: AB0JOGEO,,,,,,,,,
# SQM firmware version: 4-6-76,,,,,,,,,
# SQM cover offset value: -.11,,,,,,,,,
"# SQM readout test ix (Information): i,00000004,00000006,00000076,00005123",,,,,,,,,
"# SQM readout test rx (Reading): r, 09.55m,0000012997Hz,0000000000c,0000000.000s, 019.6C",,,,,,,,,
"# SQM readout test cx (Calibration): c,00000019.84m,0000140.239s, 020.3C,00000008.71m, 021.2C",,,,,,,,,
"# SQM readout test Ix (Report Interval): 0000000000s,0000000000s,00000000.00m,00000000.00m",,,,,,,,,
# DL time difference (seconds): 6,,,,,,,,,
# DL retrieved at (UTC): 2023-11-09T21:40:54.595,,,,,,,,,
# DL trigger seconds : 0,,,,,,,,,
# DL trigger minutes : 255,,,,,,,,,
# DL trigger threshold : 0,,,,,,,,,
# Comment:,,,,,,,,,
# Comment:,,,,,,,,,
# Comment:,,,,,,,,,
# Comment:,,,,,,,,,
# Comment:,,,,,,,,,
# UDM version: 1.0.0.337,,,,,,,,,
# UDM setting: DL binary retrieve,,,,,,,,,
# blank line,,,,,,,,,
"# UTC Date & Time, Local Date & Time, Temperature, Voltage, MSAS, Record type, MoonPhaseDeg, MoonElevDeg, MoonIllum, MoonAzimuth",,,,,,,,,
# YYYY-MM-DDTHH:mm:ss.fff,YYYY-MM-DDTHH:mm:ss.fff,Celsius,Volts,mag/arcsec^2,Init/Subs,Degrees,Degrees,Percent,Degrees
# END OF HEADER,,,,,,,,,
2023-08-19 19:50:05,2023-08-19 14:50:05,33.8,5.34,0,1,,,,
2023-08-19 19:55:05,2023-08-19 14:55:05,33.5,5.34,0,1,,,,
2023-08-19 20:00:05,2023-08-19 15:00:05,33.5,5.34,0,1,,,,
2023-08-19 20:05:05,2023-08-19 15:05:05,33.8,5.34,0,1,,,,
2023-08-19 20:10:05,2023-08-19 15:10:05,33.8,5.34,0,1,,,,
2023-08-19 20:15:05,2023-08-19 15:15:05,33.5,5.34,0,1,,,,
2023-08-19 20:20:05,2023-08-19 15:20:05,32.8,5.34,0,1,,,,
2023-08-19 20:25:05,2023-08-19 15:25:05,32.2,5.34,0,1,,,,
2023-08-19 20:30:05,2023-08-19 15:30:05,32.5,5.32,0,1,,,,
2023-08-19 20:35:05,2023-08-19 15:35:05,32.2,5.34,0,1,,,,
2023-08-19 20:40:05,2023-08-19 15:40:05,31.9,5.34,0,1,,,,
2023-08-19 20:45:05,2023-08-19 15:45:05,31.9,5.34,0,1,,,,
2023-08-19 20:50:05,2023-08-19 15:50:05,31.9,5.34,0,1,,,,
2023-08-19 20:55:05,2023-08-19 15:55:05,32.2,5.34,0,1,,,,
2023-08-19 21:00:05,2023-08-19 16:00:05,32.2,5.34,0,1,,,,
2023-08-19 21:05:05,2023-08-19 16:05:05,31.5,5.34,0,1,,,,
2023-08-19 21:10:05,2023-08-19 16:10:05,31.5,5.34,0,1,,,,
2023-08-19 21:15:05,2023-08-19 16:15:05,30.9,5.34,0,1,,,,
2023-08-19 21:20:05,2023-08-19 16:20:05,31.2,5.34,0,1,,,,
2023-08-19 21:25:05,2023-08-19 16:25:05,30.9,5.34,0,1,,,,
2023-08-19 21:30:05,2023-08-19 16:30:05,30.6,5.34,0,1,,,,
2023-08-19 21:35:05,2023-08-19 16:35:05,30.6,5.34,0,1,,,,
2023-08-19 21:40:05,2023-08-19 16:40:05,30.2,5.34,0,1,,,,
2023-08-19 21:45:05,2023-08-19 16:45:05,30.2,5.34,0,1,,,,
2023-08-19 21:50:05,2023-08-19 16:50:05,29.9,5.34,0,1,,,,
2023-08-19 21:55:05,2023-08-19 16:55:05,29.9,5.34,0,1,,,,
2023-08-19 22:00:05,2023-08-19 17:00:05,29.6,5.34,0,1,,,,
2023-08-19 22:05:05,2023-08-19 17:05:05,29,5.34,0,1,,,,
2023-08-19 22:10:05,2023-08-19 17:10:05,28.6,5.34,0,1,,,,
2023-08-19 22:15:05,2023-08-19 17:15:05,28.6,5.34,0,1,,,,
2023-08-19 22:20:05,2023-08-19 17:20:05,28.3,5.31,0,1,,,,
2023-08-19 22:25:05,2023-08-19 17:25:05,28,5.34,0,1,,,,
2023-08-19 22:30:05,2023-08-19 17:30:05,28,5.24,0,1,,,,
2023-08-19 22:35:05,2023-08-19 17:35:05,27.7,5.17,0,1,,,,
2023-08-19 22:40:05,2023-08-19 17:40:05,26.7,5.34,0,1,,,,
2023-08-19 22:45:05,2023-08-19 17:45:05,26.7,5.13,0,1,,,,
2023-08-19 22:50:05,2023-08-19 17:50:05,25.4,5.12,0,1,,,,
2023-08-19 22:55:05,2023-08-19 17:55:05,25.4,5.1,0,1,,,,
2023-08-19 23:00:05,2023-08-19 18:00:05,24.8,5.1,0,1,,,,
2023-08-19 23:05:05,2023-08-19 18:05:05,24.4,5.09,0,1,,,,
2023-08-19 23:10:05,2023-08-19 18:10:05,24.1,5.09,0,1,,,,
2023-08-19 23:15:05,2023-08-19 18:15:05,24.1,5.08,0,1,,,,
2023-08-19 23:20:05,2023-08-19 18:20:05,23.8,5.06,0,1,,,,
2023-08-19 23:25:05,2023-08-19 18:25:05,23.5,5.06,0,1,,,,
2023-08-19 23:30:05,2023-08-19 18:30:05,23.2,5.05,0,1,,,,
2023-08-19 23:35:05,2023-08-19 18:35:05,23.2,5.05,0,1,,,,
2023-08-19 23:40:05,2023-08-19 18:40:05,23.2,5.05,0,1,,,,
2023-08-19 23:45:05,2023-08-19 18:45:05,22.8,5.04,0,1,,,,
2023-08-19 23:50:05,2023-08-19 18:50:05,23.2,5.03,0,1,,,,
2023-08-19 23:55:05,2023-08-19 18:55:05,23.2,5.03,0,1,,,,
2023-08-20 0:00:05,2023-08-19 19:00:05,22.5,5.01,0,1,,,,
2023-08-20 0:05:05,2023-08-19 19:05:05,22.5,5.01,0,1,,,,
2023-08-20 0:10:05,2023-08-19 19:10:05,22.5,5.01,0,1,,,,
2023-08-20 0:15:05,2023-08-19 19:15:05,22.5,5,0,1,,,,
2023-08-20 0:20:05,2023-08-19 19:20:05,22.2,5,0,1,,,,
2023-08-20 0:25:05,2023-08-19 19:25:05,21.9,4.99,5.89,1,,,,
2023-08-20 0:30:05,2023-08-19 19:30:05,21.9,4.99,6.13,1,,,,
2023-08-20 0:35:05,2023-08-19 19:35:05,21.5,4.99,6.39,1,,,,
2023-08-20 0:40:05,2023-08-19 19:40:05,21.5,4.99,6.73,1,,,,
2023-08-20 0:45:05,2023-08-19 19:45:05,21.9,4.99,7.13,1,,,,
2023-08-20 0:50:05,2023-08-19 19:50:05,21.2,4.99,7.64,1,,,,
2023-08-20 0:55:05,2023-08-19 19:55:05,21.2,4.99,8.27,1,,,,
2023-08-20 1:00:05,2023-08-19 20:00:05,20.9,4.99,9.06,1,,,,
2023-08-20 1:05:05,2023-08-19 20:05:05,20.9,4.99,9.96,1,,,,
2023-08-20 1:10:05,2023-08-19 20:10:05,20.6,4.99,10.95,1,,,,
2023-08-20 1:15:05,2023-08-19 20:15:05,20.6,4.99,12.04,1,,,,
2023-08-20 1:20:05,2023-08-19 20:20:05,20.3,4.99,13.18,1,,,,
2023-08-20 1:25:05,2023-08-19 20:25:05,20.3,4.99,14.33,1,,,,
2023-08-20 1:30:05,2023-08-19 20:30:05,20.3,4.97,15.43,1,,,,
2023-08-20 1:35:05,2023-08-19 20:35:05,19.9,4.99,16.37,1,,,,
2023-08-20 1:40:05,2023-08-19 20:40:05,19.9,4.97,17.2,1,,,,
2023-08-20 1:45:05,2023-08-19 20:45:05,19.9,4.99,17.94,1,,,,
2023-08-20 1:50:05,2023-08-19 20:50:05,19.9,4.99,18.59,1,,,,
2023-08-20 1:55:05,2023-08-19 20:55:05,19.9,4.97,19.14,1,,,,
2023-08-20 2:00:05,2023-08-19 21:00:05,19.6,4.97,19.56,1,,,,
2023-08-20 2:05:05,2023-08-19 21:05:05,19.6,4.97,19.84,1,,,,
2023-08-20 2:10:05,2023-08-19 21:10:05,19.6,4.97,20,1,,,,
2023-08-20 2:15:05,2023-08-19 21:15:05,19.6,4.97,20.1,1,,,,
2023-08-20 2:20:05,2023-08-19 21:20:05,19.6,4.97,20.14,1,,,,
2023-08-20 2:25:05,2023-08-19 21:25:05,19.6,4.97,20.15,1,,,,
2023-08-20 2:30:05,2023-08-19 21:30:05,19.6,4.97,20.18,1,,,,
2023-08-20 2:35:05,2023-08-19 21:35:05,19.6,4.97,20.18,1,,,,
2023-08-20 2:40:05,2023-08-19 21:40:05,19.6,4.97,20.18,1,,,,
2023-08-20 2:45:05,2023-08-19 21:45:05,19.6,4.97,20.2,1,,,,
2023-08-20 2:50:05,2023-08-19 21:50:05,19.6,4.97,20.2,1,,,,
2023-08-20 2:55:05,2023-08-19 21:55:05,19.6,4.97,20.2,1,,,,
2023-08-20 3:00:05,2023-08-19 22:00:05,19.6,4.96,20.2,1,,,,
2023-08-20 3:05:05,2023-08-19 22:05:05,19.6,4.96,20.22,1,,,,
2023-08-20 3:10:05,2023-08-19 22:10:05,19.3,4.96,20.22,1,,,,
2023-08-20 3:15:05,2023-08-19 22:15:05,19.3,4.96,20.23,1,,,,
2023-08-20 3:20:05,2023-08-19 22:20:05,19.3,4.96,20.22,1,,,,
2023-08-20 3:25:05,2023-08-19 22:25:05,19.3,4.96,20.22,1,,,,
2023-08-20 3:30:05,2023-08-19 22:30:05,19.3,4.96,20.23,1,,,,
2023-08-20 3:35:05,2023-08-19 22:35:05,19.3,4.96,20.23,1,,,,
2023-08-20 3:40:05,2023-08-19 22:40:05,19,4.96,20.22,1,,,,
2023-08-20 3:45:05,2023-08-19 22:45:05,19,4.96,20.22,1,,,,
2023-08-20 3:50:05,2023-08-19 22:50:05,19,4.96,20.2,1,,,,
2023-08-20 3:55:05,2023-08-19 22:55:05,19,4.96,20.18,1,,,,
2023-08-20 4:00:05,2023-08-19 23:00:05,19,4.96,19.83,1,,,,
2023-08-20 4:05:05,2023-08-19 23:05:05,18.6,4.96,19.86,1,,,,
2023-08-20 4:10:05,2023-08-19 23:10:05,18.6,4.96,19.5,1,,,,
2023-08-20 4:15:05,2023-08-19 23:15:05,18.6,4.96,19.4,1,,,,
2023-08-20 4:20:05,2023-08-19 23:20:05,18.6,4.96,19.02,1,,,,
2023-08-20 4:25:05,2023-08-19 23:25:05,18.6,4.96,19.12,1,,,,
2023-08-20 4:30:05,2023-08-19 23:30:05,19,4.96,18.68,1,,,,
2023-08-20 4:35:05,2023-08-19 23:35:05,19,4.96,18.78,1,,,,
2023-08-20 4:40:05,2023-08-19 23:40:05,19.3,4.96,18.48,1,,,,
2023-08-20 4:45:05,2023-08-19 23:45:05,19.3,4.96,18.6,1,,,,
2023-08-20 4:50:05,2023-08-19 23:50:05,19.3,4.96,18.5,1,,,,
2023-08-20 4:55:05,2023-08-19 23:55:05,19.3,4.96,18.46,1,,,,
2023-08-20 5:00:05,2023-08-20 0:00:05,19.6,4.95,18.48,1,,,,
2023-08-20 5:05:05,2023-08-20 0:05:05,19.6,4.95,18.27,1,,,,
2023-08-20 5:10:05,2023-08-20 0:10:05,19.6,4.95,18.19,1,,,,
2023-08-20 5:15:05,2023-08-20 0:15:05,19.6,4.95,18.43,1,,,,
2023-08-20 5:20:05,2023-08-20 0:20:05,19.6,4.95,18.57,1,,,,
2023-08-20 5:25:05,2023-08-20 0:25:05,19.6,4.95,18.96,1,,,,
2023-08-20 5:30:05,2023-08-20 0:30:05,19.6,4.95,19.79,1,,,,
2023-08-20 5:35:05,2023-08-20 0:35:05,19.6,4.95,19.24,1,,,,
2023-08-20 5:40:05,2023-08-20 0:40:05,19.6,4.95,19.17,1,,,,
2023-08-20 5:45:05,2023-08-20 0:45:05,19.6,4.95,18.85,1,,,,
2023-08-20 5:50:05,2023-08-20 0:50:05,19.6,4.95,18.65,1,,,,
2023-08-20 5:55:05,2023-08-20 0:55:05,19.6,4.95,18.67,1,,,,
2023-08-20 6:00:05,2023-08-20 1:00:05,19.6,4.95,18.56,1,,,,
2023-08-20 6:05:05,2023-08-20 1:05:05,19.6,4.95,18.36,1,,,,
2023-08-20 6:10:05,2023-08-20 1:10:05,19.6,4.95,18.17,1,,,,
2023-08-20 6:15:05,2023-08-20 1:15:05,19.9,4.95,18.22,1,,,,
2023-08-20 6:20:05,2023-08-20 1:20:05,19.9,4.95,18.22,1,,,,
2023-08-20 6:25:05,2023-08-20 1:25:05,19.9,4.95,18.11,1,,,,
2023-08-20 6:30:05,2023-08-20 1:30:05,19.9,4.95,18.22,1,,,,
2023-08-20 6:35:05,2023-08-20 1:35:05,19.9,4.95,18.13,1,,,,
2023-08-20 6:40:05,2023-08-20 1:40:05,19.9,4.95,18.39,1,,,,
2023-08-20 6:45:05,2023-08-20 1:45:05,19.9,4.95,20.14,1,,,,
2023-08-20 6:50:06,2023-08-20 1:50:06,19.9,4.95,20.42,1,,,,
2023-08-20 6:55:05,2023-08-20 1:55:05,19.9,4.95,20.39,1,,,,
2023-08-20 7:00:05,2023-08-20 2:00:05,19.6,4.95,20.4,1,,,,
2023-08-20 7:05:05,2023-08-20 2:05:05,19.3,4.95,20.4,1,,,,
2023-08-20 7:10:05,2023-08-20 2:10:05,19.3,4.95,20.4,1,,,,
2023-08-20 7:15:05,2023-08-20 2:15:05,19,4.95,20.39,1,,,,
2023-08-20 7:20:05,2023-08-20 2:20:05,18.6,4.94,20.38,1,,,,
2023-08-20 7:25:05,2023-08-20 2:25:05,18.6,4.95,20.39,1,,,,
2023-08-20 7:30:05,2023-08-20 2:30:05,18.3,4.95,20.39,1,,,,
2023-08-20 7:35:05,2023-08-20 2:35:05,18.3,4.94,20.39,1,,,,
2023-08-20 7:40:05,2023-08-20 2:40:05,18.3,4.94,20.38,1,,,,
2023-08-20 7:45:05,2023-08-20 2:45:05,18,4.94,20.38,1,,,,
2023-08-20 7:50:05,2023-08-20 2:50:05,18,4.94,20.38,1,,,,
2023-08-20 7:55:05,2023-08-20 2:55:05,18,4.94,20.38,1,,,,
2023-08-20 8:00:05,2023-08-20 3:00:05,18,4.94,20.38,1,,,,
2023-08-20 8:05:05,2023-08-20 3:05:05,18,4.94,20.36,1,,,,
2023-08-20 8:10:05,2023-08-20 3:10:05,18,4.94,19.7,1,,,,
2023-08-20 8:15:05,2023-08-20 3:15:05,18,4.94,19.32,1,,,,
2023-08-20 8:20:05,2023-08-20 3:20:05,18,4.94,19.01,1,,,,
2023-08-20 8:25:05,2023-08-20 3:25:05,18,4.94,18.72,1,,,,
2023-08-20 8:30:05,2023-08-20 3:30:05,18.3,4.94,18.65,1,,,,
2023-08-20 8:35:05,2023-08-20 3:35:05,18.3,4.94,18.76,1,,,,
2023-08-20 8:40:05,2023-08-20 3:40:05,18.6,4.94,18.72,1,,,,
2023-08-20 8:45:05,2023-08-20 3:45:05,18.6,4.94,19.05,1,,,,
2023-08-20 8:50:05,2023-08-20 3:50:05,18.6,4.94,19.11,1,,,,
2023-08-20 8:55:05,2023-08-20 3:55:05,18.6,4.94,19.79,1,,,,
2023-08-20 9:00:05,2023-08-20 4:00:05,18.3,4.94,20.22,1,,,,
2023-08-20 9:05:05,2023-08-20 4:05:05,18.3,4.94,20.25,1,,,,
2023-08-20 9:10:05,2023-08-20 4:10:05,18,4.94,20.33,1,,,,
2023-08-20 9:15:05,2023-08-20 4:15:05,18,4.94,20.33,1,,,,
2023-08-20 9:20:05,2023-08-20 4:20:05,17.7,4.92,20.35,1,,,,
2023-08-20 9:25:05,2023-08-20 4:25:05,17.7,4.92,20.33,1,,,,
2023-08-20 9:30:05,2023-08-20 4:30:05,17.4,4.92,20.33,1,,,,
2023-08-20 9:35:05,2023-08-20 4:35:05,17.4,4.92,20.28,1,,,,
2023-08-20 9:40:05,2023-08-20 4:40:05,17,4.92,20.2,1,,,,
2023-08-20 9:45:05,2023-08-20 4:45:05,17,4.92,20.1,1,,,,
2023-08-20 9:50:05,2023-08-20 4:50:05,16.7,4.92,19.93,1,,,,
2023-08-20 9:55:05,2023-08-20 4:55:05,16.7,4.92,19.63,1,,,,
2023-08-20 10:00:05,2023-08-20 5:00:05,16.7,4.92,19.2,1,,,,
2023-08-20 10:05:05,2023-08-20 5:05:05,16.4,4.92,18.63,1,,,,
2023-08-20 10:10:05,2023-08-20 5:10:05,16.4,4.92,17.94,1,,,,
2023-08-20 10:15:05,2023-08-20 5:15:05,16.4,4.92,17.18,1,,,,
2023-08-20 10:20:05,2023-08-20 5:20:05,16.4,4.92,16.34,1,,,,
2023-08-20 10:25:05,2023-08-20 5:25:05,16.4,4.92,15.42,1,,,,
2023-08-20 10:30:05,2023-08-20 5:30:05,16.4,4.92,14.38,1,,,,
2023-08-20 10:35:05,2023-08-20 5:35:05,16.4,4.92,13.25,1,,,,
2023-08-20 10:40:05,2023-08-20 5:40:05,16.4,4.92,12.12,1,,,,
2023-08-20 10:45:05,2023-08-20 5:45:05,16.1,4.92,10.98,1,,,,
2023-08-20 10:50:05,2023-08-20 5:50:05,16.4,4.92,9.9,1,,,,
2023-08-20 10:55:05,2023-08-20 5:55:05,16.1,4.92,8.96,1,,,,
2023-08-20 11:00:05,2023-08-20 6:00:05,16.4,4.92,8.08,1,,,,
2023-08-20 11:05:05,2023-08-20 6:05:05,16.4,4.92,7.44,1,,,,
2023-08-20 11:10:05,2023-08-20 6:10:05,16.4,4.92,7.05,1,,,,
2023-08-20 11:15:05,2023-08-20 6:15:05,16.4,4.92,6.68,1,,,,
2023-08-20 11:20:05,2023-08-20 6:20:05,16.4,4.94,6.34,1,,,,
2023-08-20 11:25:05,2023-08-20 6:25:05,16.4,4.96,6.06,1,,,,
2023-08-20 11:30:05,2023-08-20 6:30:05,16.7,4.99,0,1,,,,
2023-08-20 11:35:05,2023-08-20 6:35:05,16.1,5.08,0,1,,,,
2023-08-20 11:40:05,2023-08-20 6:40:05,16.7,5.31,0,1,,,,
2023-08-20 11:45:05,2023-08-20 6:45:05,16.7,5.34,0,1,,,,
2023-08-20 11:50:05,2023-08-20 6:50:05,17,5.34,0,1,,,,
2023-08-20 11:55:05,2023-08-20 6:55:05,17.4,5.34,0,1,,,,
2023-08-20 12:00:05,2023-08-20 7:00:05,18,5.34,0,1,,,,
2023-08-20 12:05:05,2023-08-20 7:05:05,18.6,5.34,0,1,,,,
2023-08-20 12:10:05,2023-08-20 7:10:05,19,5.34,0,1,,,,
2023-08-20 12:15:05,2023-08-20 7:15:05,19.9,5.34,0,1,,,,
2023-08-20 12:20:05,2023-08-20 7:20:05,20.6,5.34,0,1,,,,
2023-08-20 12:25:05,2023-08-20 7:25:05,20.9,5.34,0,1,,,,
2023-08-20 12:30:05,2023-08-20 7:30:05,21.5,5.34,0,1,,,,
2023-08-20 12:35:05,2023-08-20 7:35:05,22.5,5.34,0,1,,,,
2023-08-20 12:40:05,2023-08-20 7:40:05,23.2,5.34,0,1,,,,
2023-08-20 12:45:05,2023-08-20 7:45:05,23.8,5.34,0,1,,,,
2023-08-20 12:50:05,2023-08-20 7:50:05,24.4,5.34,0,1,,,,
2023-08-20 12:55:05,2023-08-20 7:55:05,25.1,5.34,0,1,,,,
2023-08-20 13:00:05,2023-08-20 8:00:05,25.4,5.34,0,1,,,,
2023-08-20 13:05:05,2023-08-20 8:05:05,26.1,5.34,0,1,,,,
2023-08-20 13:10:05,2023-08-20 8:10:05,26.7,5.34,0,1,,,,
2023-08-20 13:15:05,2023-08-20 8:15:05,27.3,5.34,0,1,,,,
2023-08-20 13:20:05,2023-08-20 8:20:05,28,5.34,0,1,,,,
2023-08-20 13:25:05,2023-08-20 8:25:05,28.6,5.34,0,1,,,,
2023-08-20 13:30:05,2023-08-20 8:30:05,28.6,5.34,0,1,,,,
2023-08-20 13:35:05,2023-08-20 8:35:05,29.3,5.34,0,1,,,,
2023-08-20 13:40:05,2023-08-20 8:40:05,30.2,5.34,0,1,,,,
2023-08-20 13:45:05,2023-08-20 8:45:05,30.2,5.34,0,1,,,,
2023-08-20 13:50:05,2023-08-20 8:50:05,31.2,5.34,0,1,,,,
2023-08-20 13:55:05,2023-08-20 8:55:05,31.5,5.34,0,1,,,,
2023-08-20 14:00:05,2023-08-20 9:00:05,31.9,5.34,0,1,,,,
2023-08-20 14:05:05,2023-08-20 9:05:05,31.9,5.34,0,1,,,,
2023-08-20 14:10:05,2023-08-20 9:10:05,32.5,5.34,0,1,,,,
2023-08-20 14:15:05,2023-08-20 9:15:05,33.1,5.34,0,1,,,,
2023-08-20 14:20:05,2023-08-20 9:20:05,33.1,5.34,0,1,,,,
2023-08-20 14:25:05,2023-08-20 9:25:05,33.5,5.34,0,1,,,,
2023-08-20 14:30:05,2023-08-20 9:30:05,34.1,5.34,0,1,,,,
2023-08-20 14:35:05,2023-08-20 9:35:05,34.4,5.34,0,1,,,,
2023-08-20 14:40:05,2023-08-20 9:40:05,34.8,5.34,0,1,,,,
2023-08-20 14:45:05,2023-08-20 9:45:05,35.4,5.34,0,1,,,,
2023-08-20 14:50:05,2023-08-20 9:50:05,36,5.34,0,1,,,,
2023-08-20 14:55:05,2023-08-20 9:55:05,36,5.34,0,1,,,,
2023-08-20 15:00:05,2023-08-20 10:00:05,36.4,5.34,0,1,,,,
2023-08-20 15:05:05,2023-08-20 10:05:05,36.7,5.34,0,1,,,,
2023-08-20 15:10:05,2023-08-20 10:10:05,37,5.34,0,1,,,,
2023-08-20 15:15:05,2023-08-20 10:15:05,37.3,5.34,0,1,,,,
2023-08-20 15:20:05,2023-08-20 10:20:05,37.7,5.34,0,1,,,,
2023-08-20 15:25:05,2023-08-20 10:25:05,37.7,5.34,0,1,,,,
2023-08-20 15:30:05,2023-08-20 10:30:05,38.3,5.34,0,1,,,,
2023-08-20 15:35:05,2023-08-20 10:35:05,38.6,5.34,0,1,,,,
2023-08-20 15:40:05,2023-08-20 10:40:05,38.6,5.34,0,1,,,,
2023-08-20 15:45:05,2023-08-20 10:45:05,38.9,5.34,0,1,,,,
2023-08-20 15:50:05,2023-08-20 10:50:05,38.6,5.34,0,1,,,,
2023-08-20 15:55:05,2023-08-20 10:55:05,38.6,5.34,0,1,,,,
2023-08-20 16:00:05,2023-08-20 11:00:05,39.6,5.32,0,1,,,,
2023-08-20 16:05:05,2023-08-20 11:05:05,39.3,5.32,0,1,,,,
2023-08-20 16:10:05,2023-08-20 11:10:05,39.3,5.32,0,1,,,,
2023-08-20 16:15:05,2023-08-20 11:15:05,39.9,5.32,0,1,,,,
2023-08-20 16:20:05,2023-08-20 11:20:05,39.9,5.31,0,1,,,,
2023-08-20 16:25:05,2023-08-20 11:25:05,40.2,5.32,0,1,,,,
2023-08-20 16:30:05,2023-08-20 11:30:05,40.2,5.31,0,1,,,,
2023-08-20 16:35:05,2023-08-20 11:35:05,40.2,5.3,0,1,,,,
2023-08-20 16:40:05,2023-08-20 11:40:05,40.9,5.3,0,1,,,,
2023-08-20 16:45:05,2023-08-20 11:45:05,40.9,5.3,0,1,,,,
2023-08-20 16:50:05,2023-08-20 11:50:05,41.2,5.3,0,1,,,,
2023-08-20 16:55:05,2023-08-20 11:55:05,40.9,5.3,0,1,,,,
2023-08-20 17:00:05,2023-08-20 12:00:05,41.5,5.3,0,1,,,,
2023-08-20 17:05:05,2023-08-20 12:05:05,41.2,5.3,0,1,,,,
2023-08-20 17:10:05,2023-08-20 12:10:05,41.5,5.3,0,1,,,,
2023-08-20 17:15:05,2023-08-20 12:15:05,41.8,5.3,0,1,,,,
2023-08-20 17:20:05,2023-08-20 12:20:05,41.8,5.3,0,1,,,,
2023-08-20 17:25:05,2023-08-20 12:25:05,42.2,5.3,0,1,,,,
2023-08-20 17:30:05,2023-08-20 12:30:05,41.8,5.31,0,1,,,,
2023-08-20 17:35:05,2023-08-20 12:35:05,42.5,5.3,0,1,,,,
2023-08-20 17:40:05,2023-08-20 12:40:05,42.2,5.3,0,1,,,,
2023-08-20 17:45:05,2023-08-20 12:45:05,42.5,5.31,0,1,,,,
2023-08-20 17:50:05,2023-08-20 12:50:05,42.2,5.32,0,1,,,,
2023-08-20 17:55:05,2023-08-20 12:55:05,42.8,5.18,0,1,,,,
2023-08-20 18:00:05,2023-08-20 13:00:05,41.2,5.34,0,1,,,,
2023-08-20 18:05:05,2023-08-20 13:05:05,41.8,5.34,0,1,,,,
2023-08-20 18:10:05,2023-08-20 13:10:05,41.5,5.21,0,1,,,,
2023-08-20 18:15:05,2023-08-20 13:15:05,41.8,5.34,0,1,,,,
2023-08-20 18:20:05,2023-08-20 13:20:05,40.9,5.34,0,1,,,,
2023-08-20 18:25:05,2023-08-20 13:25:05,40.6,5.34,0,1,,,,
2023-08-20 18:30:05,2023-08-20 13:30:05,40.9,5.34,0,1,,,,
2023-08-20 18:35:05,2023-08-20 13:35:05,41.8,5.34,0,1,,,,
2023-08-20 18:40:05,2023-08-20 13:40:05,39.9,5.17,0,1,,,,
2023-08-20 18:45:05,2023-08-20 13:45:05,38.3,5.34,0,1,,,,
2023-08-20 18:50:05,2023-08-20 13:50:05,38.9,5.34,0,1,,,,
2023-08-20 18:55:05,2023-08-20 13:55:05,40.2,5.34,0,1,,,,
2023-08-20 19:00:05,2023-08-20 14:00:05,39.9,5.1,0,1,,,,
2023-08-20 19:05:05,2023-08-20 14:05:05,38.9,5.34,0,1,,,,
2023-08-20 19:10:05,2023-08-20 14:10:05,39.6,5.34,0,1,,,,
2023-08-20 19:15:05,2023-08-20 14:15:05,40.6,5.12,0,1,,,,
2023-08-20 19:20:05,2023-08-20 14:20:05,39.3,5.17,0,1,,,,
2023-08-20 19:25:05,2023-08-20 14:25:05,37.3,5.27,0,1,,,,
2023-08-20 19:30:05,2023-08-20 14:30:05,37.7,5.34,0,1,,,,
2023-08-20 19:35:05,2023-08-20 14:35:05,38,5.15,0,1,,,,
2023-08-20 19:40:05,2023-08-20 14:40:05,38.3,5.34,0,1,,,,
2023-08-20 19:45:05,2023-08-20 14:45:05,38.6,5.34,0,1,,,,
2023-08-20 19:50:05,2023-08-20 14:50:05,38.9,5.3,0,1,,,,
2023-08-20 19:55:05,2023-08-20 14:55:05,39.3,5.15,0,1,,,,
2023-08-20 20:00:05,2023-08-20 15:00:05,38.9,5.13,0,1,,,,
2023-08-20 20:05:05,2023-08-20 15:05:05,39.3,5.32,0,1,,,,
2023-08-20 20:10:05,2023-08-20 15:10:05,39.6,5.27,0,1,,,,
2023-08-20 20:15:05,2023-08-20 15:15:05,39.6,5.04,0,1,,,,
2023-08-20 20:20:05,2023-08-20 15:20:05,39.6,5.04,0,1,,,,
2023-08-20 20:25:05,2023-08-20 15:25:05,38.3,5.28,0,1,,,,
2023-08-20 20:30:05,2023-08-20 15:30:05,38.9,5.27,0,1,,,,
2023-08-20 20:35:05,2023-08-20 15:35:05,38.9,5.27,0,1,,,,
2023-08-20 20:40:05,2023-08-20 15:40:05,39.6,5.24,0,1,,,,
